Index,Title,Summary,Full Text,Url
51,PCB files ₹450 cr compensation claim against BCCI with ICC,"The Pakistan Cricket Board (PCB) has sent a notice of dispute against the BCCI to the ICC for not honouring a bilateral cricket series agreement. The PCB is seeking ₹450 crore in compensation from the BCCI for failing to play bilateral series in 2014 and 2015. The matter will be forwarded to the Dispute Resolutions Committee's Chairman, the ICC said.","Pakistan has kicked off a legal battle against India for not honouring a bilateral cricket series agreement, the sport's governing body confirmed Thursday. The Pakistan Cricket Board (PCB) is seeking US70 million in compensation from the Board of Control for Cricket in India (BCCI) after the country failed to attend two series in 2014 and 2015 as part of a memorandum of understanding signed between the two boards. The International Cricket Council confirmed receiving the notice. The ICC has received a Notice of Dispute from the PCB's lawyers, which will be forwarded to the Chairman of the Dispute Resolutions Committee next week, a spokesman of the ICC said. The ICC Dispute Resolution Committee is headed by Michael Beloff QC who will appoint independent adjudicators to hear the case. The PCB sent a legal notice to their counterparts earlier this year but Indian officials rejected the memorandum as a piece of paper. The arch-rivals have not played a full bilateral series since 2007. New Delhi halted all bilateral sports with Pakistan in the wake of 2008 Mumbai attacks, which India blamed on militants based in Pakistan. Those attacks, which left eight people dead and seven Sri Lanka players and their staff injured, suspended international cricket in Pakistan and forced them to play at neutral venues of United Arab Emirates (UAE). The two planned series between India and Pakistan were due to take place at a neutral venue.",http://www.hindustantimes.com/cricket/pakistan-seeks-70m-compensation-from-india-for-unplayed-cricket-series/story-43Hgmk8mL3DiFYi8AdQcxM.html?utm_campaign=awesummly&utm_source=awesummly
52,Don Bradman was dropped from the team after his debut match,"Legendary batsman Donald Bradman was dropped from the Australian team after a poor performance in his debut Test against England, which started on November 30, 1928. Bradman batted at number seven in his debut innings, scoring 18, and was dismissed for one in the second innings. On his return, Bradman scored 79 and 112 against England. ","Don Bradman took the field for Australia in a Test match for the first time. However, the result was not too happy for the legend or the Australians. In this series, Arunabha Sengupta lists several firsts of Bradmanas career. It was not an uneasy evening for the 20-year-old. His last two First-Class matches had seen him pile up 131, 133 not out, 87 and 132 not out; the second game played for his state against the visiting MCC side. In the ongoing match against the same MCC, this time for an Australian XI, he had battled against difficult bowling in demanding conditions and hit 58 not out as the rest of the batting fell away around him. Now, as he waited restlessly that evening, he knew he had to bat the following day. In the second innings, he had just gone into bat when the stumps were drawn. He had not opened his account yet. Yet, for all the 541 runs for twice out, his heart was not at ease. Even with an average of 140 in the season so far, Don Bradman was not sure that he would be making his Test debut. After all, he had played only 9 First-Class matches in his career. The Australian selectors were not enamoured by the concept of youth. For them, Test cricket was more of an old manas game, or had become one in the first quarter of the new century. Charles Kelleway, one of the seasoned men who was to play in the Test, had been around in First-Class cricket since before Bradmanas birth. So, the young master waited restlessly in his Sydney lodgings, waiting for the announcement. The wireless was on, airing desultory programmes, refusing to broadcast the names. The upcoming genius did not know that Bardsley and the rest had already deliberated for over three hours, and the meeting was going on well into the night. The prospect of facing Maurice Tate, Harold Larwood and Jack White the next day on a wearying track was not an inviting one. Bradman, after the tension-filled sojourn in front of the wireless, informed his landlady that he was retiring to bed. He would read about the team in the papers of the morrow. However, as he tucked himself in, he could hear the sound floating in from the wireless in the adjoining bedroom. After ten minutes, before he had succeeded in drifting off, The Don heard the announcement. The names were called out in alphabetical order. Bradman was the first, followed by Jack Gregory, Clarrie Grimmett, Stork Hendry and the others. The wait had ended, and he was in. The prevailing opinion was that either he or Hendry would perform the role of the 12th man. Yet, eventually it turned out that both played and Ron Oxenham was the one left out. It was the first ever Test to be played at Brisbane. Besides, Percy Chapmanas side was widely acknowledged to be the best ever to visit the country till then. Historical and contemporary signs were against the hosts. It turned out to be an unhappy match for Bradman. For most of the first two days, he retrieved balls from the outfield as Jack Hobbs and Herbert Sutcliffe set the tone with an 85-run partnership before Patsy Hendren took over the show, slamming 169. Even Larwood enjoyed himself, scoring 70 entertaining runs. The total of 521 loomed ominously on the Australians as they went in to bat towards the end of the second day. Soon, Larwood and Tate were skittling them out. The batsmen were knocked over one after the other. Skipper Jack Ryder held Bradman back as the day ended with the hosts on 44 for 4. The following morning, Larwood trapped Hendry leg-before to make it 71 for 5, and with that precarious scorecard in the background, Don Bradman walked in to bat for the first time in a Test. There was plenty of confidence in the strokes that flowed. The boundary was found quickly, and then again. He hit four fours in all, three of them to leg-side, three off Wally Hammond. A delivery on the leg-stump was pushed to the on side for runs. The next one followed the same arc, looked identical. Bradman pushed in a similar manner. The great big hand of Tate had cleverly concealed the slower ball. The thud was ominous and the finger went up. After 33 minutes at the crease Bradman walked back for 18, one of the eight leg-before dismissals in the match. It turned out to be the third-highest score in the innings, after Hendry and Ryder, but Bradman knew he had not delivered. Larwood took 6 and Tate 3, and Australia folded for 122. And then took place a significant event that would affect Bradman much more than the runs he scored and the balls he faced in the match. The lead of 399 notwithstanding, Chapman batted again. Gregory had busted his knee and Kelleway was ill. Hence, Grimmett and Bradmanas fellow debutant Bert Ironmonger had to do bulk of the bowling. England made merry for about six hours, scoring another 342. Australia were set a mammoth 742 to win, the highest target at that time. If Bradman soon developed into a ruthless opponent of England who would pile on runs mercilessly, refusing to concede an inch, there is reason to believe that the English tactics during that debut Test had a lot to do with it. Bradman had never even seen such a sticky before this, let alone batting on one. He lasted four minutes before White sent in his slower ball, and the catch was spooned to Chapman lurking in the off side. As he walked back for a solitary run, Tate playfully accused White of poaching his arabbita. Unfortunately for Tate and England, the young lad overheard the remark. It was probably the second significant event of the match that moulded his career. Both the bowler and the old foe would pay for it dearly for two decades. Australia were bowled out for 66 on that mud cake. England won by 675 runs, the heaviest defeat they had inflicted on their Ashes rivals. Bradman never quite forgot the humiliation handed out at the Exhibition Ground, Brisbane. Nine days later the sides clashed at the SCG in the second Test. A quarter of an hour before the start of the match, captain Ryder informed young Bradman that he would be the 12th man. That was the only occasion in any form of cricket that Bradman would play that unenviable role of carrying drinks. He had to work hard as well. With Bill Ponsford breaking his little finger, he had to field all through the England innings. Back for the third Test at the MCG, Bradman hammered 79 and 112. No one ever questioned his place in the side again. Brief scores: England 521 and 342 for 8 decl. Beat Australia 122 and 66 by 675 runs.",http://www.cricketcountry.com/articles/don-bradman-firsts-part-4-his-disappointing-test-debut-322645?utm_campaign=awesummly&utm_source=awesummly
53,Conor McGregor might never fight again: UFC President,"UFC President Dana White has said that lightweight champion Conor McGregor might never fight again owing to the amount of money he has earned. ""Try to get up and get punched in the face every day when you've got $100 million in the bank. Money changes everything with a lot of people,"" he added.","The future of UFC lightweight champion Conor McGregor remains up in the air. McGregor has not fought for the promotion since he won the lightweight title from Eddie Alvarez in November 2016. He did fight Floyd Mayweather in an incredibly lucrative boxing match in August and the Irish fighter's payday from that bout might be the reason he hasn't defended his lightweight title. Conor might never fight again, White told reporters Tuesday at UFC headquarters. The guy's got $100 (expletive) million. I've got guys that made less than that and were lawyers and went to school their whole life and quit working. Despite those words, White is hopeful that he and McGregor's team can come up with a number that will bring the promotion's biggest draw back to the octagon at some point. However, the UFC President didn't seem too interested in giving in to McGregor's recent demand for equity in the company. Despite that, White seems fully aware of what McGregor means to the UFC's bottom line. There's guys who always (expletive) about money, White said, Conor can't be paid enough money. Conor's worth every penny and more.",https://www.forbes.com/sites/trentreinsmith/2017/11/28/ufc-president-dana-white-conor-mcgregor-might-never-fight-again/?utm_campaign=awesummly&utm_source=awesummly#571c25a93c95
54,World's 1st stadium that can be reassembled to come up in Qatar,"The design of the Ras Abu Aboud Stadium, the world's first fully demountable football stadium to be used for the 2022 FIFA World Cup in Qatar, has been unveiled. Shipping containers will be used as one of the main building blocks and will have removable seats. The stadium will be capable of being reassembled or turned into multiple smaller venues.","Ras Abu Aboud's modular design also means construction of the venue will require fewer materials, create less waste and reduce the carbon footprint of the building process. Thanks to this sustainable approach to the stadium's construction, Ras Abu Aboud will receive a four-star Global Sustainability Assessment System certification. Qatar is delivering superb results in terms of sustainability, including the proposed design for Ras Abu Aboud Stadium, said Federico Addiechi, FIFA's Head of Sustainability & Diversity. From day one, there has been a strong emphasis on sustainability from Qatar, including a commitment to ensure that all infrastructure meets strict design, build and operations criteria under the GSAS certification programme. GSAS is the most far reaching green building certification. In addition to design and build, it also measures operations. This has actually informed the 2026 FIFA World Cup bidding process. Bidders are now required to adhere to all three steps regarding new developments, while existing buildings should be operated according to agreed sustainability guidelines. The 40,000-seat venue is slated for completion in 2020 and will be located in a 450,000m2 waterfront site on Doha's shore, where the use of shipping containers as one of the main building blocks will echo the nearby port. The stadium precinct, meanwhile, will offer exceptional views over Doha's landmark Corniche and into the downtown West Bay area, making it an ideal location for a waterfront development after the tournament and ensuring a vibrant local legacy. Its design also reinforces Qatar's commitment to leaving a physical legacy proportionate to Qatar's needs after the tournament, while heralding a new era of sustainable tournament infrastructure that can broaden the range of countries able to host such mega-events. The launch of the design of Ras Abu Aboud Stadium follows the design launch of Al Thumama Stadium in August 2017 and the completion of Khalifa International Stadium for the Emir Cup Final 2017 in May Ras Abu Aboud Stadium is one of eight proposed host venues for the World Cup.",http://www.fifa.com/worldcup/news/y=2017/m=11/news=sc-launches-first-ever-fully-demountable-fifa-world-cuptm-stadium-2921118.html?utm_campaign=awesummly&utm_source=awesummly
55,1st-ever int'l football match was played on a cricket ground,"The first-ever official international football match was played between England and Scotland on the cricket ground of West of Scotland Cricket Club in Scotland's largest city Glasgow on November 30, 1872. As many as 4,000 spectators turned up for the match, which finished in a 0-0 draw. England played the match with a 1-1-8 formation while Scotland used 2-2-6.","18th November 2014, Celtic Park, Glasgow - Vauxhall International Challenge Match. 14th August 2013, Wembley Stadium, London - Teenage Cancer Trust Challenge Match. 17th November 1999, Wembley Stadium, London - Euro 2000 play-off 2nd leg. 13th November 1999, Hampden Park, Glasgow - Euro 2000 play-off 1st leg. 15th June 1996, Wembley Stadium, London - Euro '96. 27th May 1989, Hampden Park, Glasgow - Rous Cup. 23rd April 1986, Wembley Stadium, London - Rous Cup. 1872 First ever Auld Enemy clash. Scotland v England on the 30th November 1872 was the first time the sides met and was also the first ever official International football match. Fittingly, the match fell on St Andrew's Day and the venue was the West of Scotland cricket club's ground at Hamilton Crescent in Partick. All of Scotland's players were from Queen's Park FC, selected by captain and goalkeeper Robert W Gardner. England's players were selected from nine different clubs by captain Charles Alcock, though he was unable to play on the day due to injury. Special trains and horsedrawn cabs were provided to cope with the large crowd. The match was played under English rules and one of the more successful tactics employed by the English team was their one handed hurl used at throw ins. On a number of occasions Charles Campbell had to clear his defensive lines by heading out the long throws. The assured combination play of the Scots backed by a strong wind created a four goal lead at half time, but with both teams changing ends it was expected that England would come back into the match. To the surprise of most Scotland managed to dominate the early exchanges and added to their lead. England came into the match late on and managed to score two goals but even the loss of the Rangers full back Tom Vallance through injury could do little to affect the final result. A rain-soaked Wembley Stadium was the setting for one of the all time great Scotland v England fixtures. Despite an early scare when English forward Billy Smith hit the post, Scotland were in an attacking mood and Alex Jackson headed the opener after just three minutes. A resolute performance by the opposition rearguard prevented the visitors from adding to their tally, nevertheless they couldn't hold on and Alex James scored the second just before half time with a left foot strike. Scotland raised their game in the second half, dominating play and undoing their opponents with sublime skill and excellent teamwork, inevitably leading to a third goal scored by Jackson, again with his head. A fourth followed soon after, Alex James netting his second with the team seemingly able to score at will. As the end of the game drew closer, Alex Jackson completed his hat-trick. To the credit of the England players, they didn't give up and Bob Kelly scored a consolation from a free-kick, leaving the final score England 1, Scotland 5. As the final whistle sounded, both sets of fans showed their appreciation for the football they had witnessed and the legendary performance of Scotland that day that saw them dubbed the 'Wembley Wizards'. At the 1937 fixture between Scotland and England a new world record for attendance at a football match was officially set at 149,415, though the unofficial attendance is thought to be higher. The record stood until the 1950 World Cup Final surpassed it, yet it remains a European record to this day. The match itself was a successful one for Scotland, comprehensively beating England 3-1. Bob McPhail scored twice and Francis O'Donnell once for the Scots with Fred Steele scoring for the English. The Scots had lost 9-3 at Wembley the year before, and had not won an 'official' international against England at Hampden since 1937. An early goal by Davy Wilson of Rangers settled the nerves, and a penalty in the last few minutes by Eric Caldow, also of Rangers, saw off the English challenge. This was a good period for the Scottish team, between 1960 and 1964 they lost only one international at Hampden and won 12. The clash with England at Wembley in 1967 is undoubtedly Scotland's most famous victory over the Auld Enemy. It was less than a year since England had been crowned World Champions and they went into this game on the back of a 19 match unbeaten run. Featuring four of Celtic's legendary 'Lisbon Lions' as well as the likes of Jim Baxter, Denis Law and Billy Bremner, Scotland were still considered massive underdogs for the game. Denis Law opened the scoring after 27 minutes, bundling the ball home from a rebounded shot by Willie Wallace. Bobby Lennox doubled the advantage on 78 minutes before Jack Charlton, moved to centre forward after sustaining an injury early on, clawed one back for England five minutes before full time. Three minutes later, debutant Jim McCalliog scored to make it 3-1 to the Scots, however Geoff Hurst hit back immediately to make it 3-2. Famously, as the match drew to a close, Rangers legend Jim Baxter slowed to a walking pace and began playing 'keepie uppie', tormenting England and their support. The amazing victory led fans to playfully dub Scotland the 'unofficial world champions'. Euro 2000 Qualifications - 2nd Leg of play-off. On the day of Craig Browns sixth anniversary at the helm of Scotland, Wembley witnessed an epic encounter as the Scots launched a furious fight back in seeking to overturn England's 2-0 first-leg advantage. England did not manage a single shot on target in the entire 90 minutes, as Scotland rocked England onto the back foot as they out fought the home side in every department. England appeared blown apart by the ferocity of the Scotland onslaught, and on the 39th minute a cross from winger Neil McCann was met by Hutchinson's head and sent into the net to send the Tartan Army into delirium. The Scots deserved to take the tie to extra time as they poured forward, and had it not been for England keeper Seaman who came to the rescue pulling of a fantastic point-blank save from Christian Dailly's header with ten minutes to go, they surely would have. The Scottish fans broke into a spontaneous rendition of Flower of Scotland in a final bid to inspire their side, however, Scotland were once again left to claim a moral victory as the solo goal from Don Hutchison left them unable to overturn England's two-goal first-leg advantage.",http://www.scottishfa.co.uk/image_gallery.cfm?utm_campaign=awesummly&page=3125&utm_source=awesummly
56,Ashwin not as attacking off-spinner as Harbhajan was: Hayden,"Former Australian batsman Matthew Hayden has said that though Ravichandran Ashwin's statistics are ""simply phenomenal"", he is not as attacking off-spinner as Harbhajan Singh was. He further said that Ashwin enjoys a better fast bowling support than what Harbhajan used to get. ""Harbhajan I thought in his era was 'the dominant bowler' especially against Australia,"" Hayden added. ","Former Australia cricket team opener Matthew Hayden feels Ravichandran Ashwin's stats are simply phenomenal but Harbhajan Singh in his prime had to shoulder more responsibility since he did not have the fast bowling support which the Tamil Nadu tweaker gets. Ravichandran Ashwin broke Dennis Lillee's record to become the fastest bowler to 300 wickets in 54 Test matches during the second Test agains Sri Lanka cricket team in Nagpur earlier this week. I think stats often lie but having said that, some of the milestone show remarkable respect to Ravichandran Ashwin, who is fastest to 300 wickets in Test cricket. Even if he (Ashwin) plays for another five years, he would be remembered as one of the greats of his generation. His skill-set, like Harbhajan, is masterful but he is probably not as attacking off-spinner as Harbhajan was, Hayden said. He put the comparison in context by taking into account the kind of bowling attacks these two had for support. But then Ashwin doesn't really need to be as attacking as Bhajji. His role within this side is well-defined by a slightly better fast bowling attack than what my generation was facing. You line-up Bhuvneshwar Kumar, Mohammed Shami, Ishant Sharma, Umesh Yadav and put Jasprit Bumrah into the mix with Jadeja as the second spinner as well. So Ashwin is playing his role and doing it successfully, Hayden explained. Harbhajan I thought in his era was 'the dominant bowler' especially against Australia so if Bhajji wasn't taking wickets, India were in trouble. I don't think Venkatesh Prasad was a wonderful Test match bowler. I think Harbhajan was the lone role maker. With due respect, Zaheer Khan or Javagal Srinath were wonderful bowlers but I think they were less of a threat compared to guys that are there now, Hayden said. However, when asked to compare Virat Kohli and Steve Smith, the former opener with more than 8000 Test runs and 30 hundreds said that both are destined for greatness in their own way. Kohli, Smith, Joe Root and Kane Williamson are vastly different players and good thing about all these guys is that each one of them is stepping on greatness in their own unique ways along with Cheteshwar Pujara and his 'Rahul Dravid like approach' to Test cricket, the burly Queenslander said. Williamson's backfoot play and ability to play the ball late in all conditions is something we haven't seen in modern players. Kohli's cover drive and ability to attack bowlers with quality running between the wickets and the manner in which he plays spin is unique. Now come to Smith with his unorthodox back-and-across type of approach - with that technique you might say he should not have achieved anywhere near what he is. The reality is that High Performance coaches should understand that there is not one right technique, most of it is between your left and right ear. These guys are great players as in their heads, they have got it spot on. Quiz him on an imaginary battle between Kohli and Glenn McGrath's probing off-stump line, Hayden said, he would have found a way I think like all great players do. You can cast shadow over technique and everyone has their own flaws but reality is that they overcome those deficiencies with application and commitment. So Kohli would have done fine against Glenn I think. Kohli has had his share of struggles in the English conditions and Hayden feels that he can connect with Kohli because England was one country where he never found his mojo until his last tour when he got a century at the Oval. Having a moderate season in conditions like England might have been a good thing for Virat. He has learnt probably what he has to do next time round. I was in same boat as well as I was scoring 1000 runs in County cricket in England but during Test matches, I had a certain role to play. Well, it didn't get me results in England, right through my career. It was one venue where I battled a bit because I too had an attacking strategy like Virat. He loves to hit the ball like all Indian players do. But in England, you have to leave the balls, build runs and hence wise the Pujaras or the Rahanes do well because, they leave a lot of deliveries. It's a different mindset, he said.",http://www.hindustantimes.com/india-vs-sri-lanka-2017/ravichandran-ashwin-has-better-pacer-support-than-harbhajan-matthew-hayden/story-iOsE9pja2K1jaCycEvIUFI.html?utm_campaign=awesummly&utm_source=awesummly
57,Man City post 12th straight win; Arsenal register 5-0 win,"Manchester City maintained their 8-point lead at top of the Premier League after Raheem Sterling's 96th-minute goal helped them beat Southampton 2-1, their 12th successive win, on Wednesday. Arsenal beat Huddersfield 5-0 as Olivier Giroud became PL's 4th highest-scoring Frenchman with 72 goals. Elsewhere, reigning champions Chelsea posted a 1-0 win over Swansea while Liverpool beat Stoke City 3-0.","Winger nets winner in second successive match as City edge Saints for 12th victory in a row. Raheem Sterling's stunning strike deep into stoppage time earned Manchester City their 12th Premier League win in a row, with a 2-1 win over Southampton. Wesley Hoedt headed against the bar and Maya Yoshida blasted over as Saints went close to a first-half goal despite Man City's pressure. But Kevin De Bruyne whipped in the opener from a left-wing free-kick shortly after the interval. Oriol Romeu looked to have earned Saints a point on 75 minutes when he found the roof of the net from Sofiane Boufal's cutback, but Sterling curled in from the edge of the box in the sixth minute of added time. City are eight points clear at the top of the table. Man City: 3 Dec v West Ham (H). Southampton: 3 Dec v AFC Bournemouth (A)",https://www.premierleague.com/news/525343?utm_campaign=awesummly&utm_source=awesummly
58,WWE star John Cena plays cricket with Shane Watson,"WWE star John Cena visited Big Bash League's Sydney Thunder team in Australia and played cricket with players including captain Shane Watson. The former Australian all-rounder shared an image on Twitter, wherein he was seen giving batting tips to the wrestler and captioned it, ""Awesome day with @JohnCena. Only the best bats for this champion!""","WWE superstar John Cena appears to have found a mentor in Australian all-rounder Shane Watson as the former tried his hand at the gentleman's game during a recent trip to Sydney. Cena, who is currently Down Under to promote his upcoming film 'Ferdinand', certainly found his cricket experience to be a challenging one. The 16-time WWE Champion took to Twitter to share his experience of learning the ropes in a sport that isn't so commonly played in the United States of America (USA). Watson, who took up the job of aiding the wrestling champ in his bid to master the game, also shared an image of the two. Despite Cena's lack of faith in his cricketing abilities, Australia's Big Bash League outfit Sydney Thunders was confident that he could hit a few big ones. The league is set to commence on December 9 as the Sydney Thunder take on Melbourne Renegades at North Sydney Oval.",http://www.hindustantimes.com/cricket/wwe-superstar-john-cena-given-cricket-tips-by-sydney-thunders-shane-watson/story-HDoQDe1vQ6rou0iWWjlLfP.html?utm_campaign=awesummly&utm_source=awesummly
59,"Aus coach mocks England, says no curfew on 'adult' Aussies","Australian coach Darren Lehmann took a dig at England, saying that he would not impose a curfew on the Australian team as they are ""adults"". ""We have faith in the blokes to do the right thing,"" Lehmann added. His statement comes after England cricket chief Andrew Strauss slapped a curfew on players following England's loss in the first Test.","Australia cricket team coach Darren Lehmann on Wednesday said he won't be imposing any curfews on his players throughout the rest of the Ashes series. Lehmann took a dig at England by saying that the Aussies are adults and that he has full faith in his players to do the right thing. We wouldn't have curfews but that's our decision and that is theirs. They're grown men, they're adults, he told reporters in Adelaide. Lehmann's statement comes after England cricket chief Andrew Strauss slapped a curfew on his players restricting them from going out after midnight, in the wake of Jonny Bairstow's alleged headbutt on Australian opener Cameron Bancroft earlier this month. These guys are not thugs, Strauss said. These are good, honest, hard-working cricketers who sacrifice a lot to play for England. We've got to take steps to make sure that reality is what people perceive of the England cricket team, not something different. I think there's a bit of naivety there and I think we need to be smarter, the Guardian quoted Strauss as saying. Meanwhile, Lehmann also reckons that the Adelaide Oval, which will host the second Ashes Test against England, would be the fastest pitch in the country under lights. It's a fascinating Test match, there's a lot of talk about it'll seam and it'll swing, Lehmann said on Tuesday as the teams travelled from Brisbane to Adelaide. The ball stays pretty good, but you can make runs if you play well as per normal. And it does quicken up at night - probably the fastest wicket around Australia at night, so that's going to be interesting, how it plays, Lehmann was quoted by espncricinfo. Saying that the Aussies will attack England's middle and lower order, Lehmann also pointed out that short deliveries will work to the hosts' advantage as grounds here are bigger than in England. Certainly hasn't changed from four years ago. It's a bit different in Australia than England where grounds are smaller and you can't really get away with it, on bigger grounds you can. So that's one for us that we see as an advantage. They did it quite a lot to us as well, it's a ploy a lot of people do now. At the back end when the wicket quickened up and we could go after them a bit harder was helpful. That's the blueprint, it's no secret we're going to attack their middle and lower order like that, Lehmann said.",http://indiatoday.intoday.in/story/the-ashes-england-curfew-australia-coach-darren-lehmann-test-cricket/1/1099429.html?utm_campaign=awesummly&utm_source=awesummly
60,Female boxing winners to be rewarded with cows in Haryana,"Haryana government will reward six female boxers, who recently won gold and bronze medals in the World Youth Women Boxing Championship, with 'desi breed' cows. State agriculture minister OP Dhankar said the girls deserved something 'more unique' than monetary awards for making the state proud at a young age. Desi cow's milk makes people beautiful and sharpens minds, he added.","Six girl boxers from Haryana, who recently won gold and bronze medals in the World Youth Women Boxing Championship, will be awarded with a desi breed of cow each by the state government. Haryana agriculture minister OP Dhankar announced this unusual award for the girl achievers while welcoming them here at the sports authority of India (SAI) boxing academy at Rohtak's Rajiv Gandhi Sports Stadium. Dhankar said desi cow's milk not only makes one beautiful but also sharpens the mind. He said monetary awards are given to everyone, but these girls deserved something unique for making Haryana proud at such a young age. The boxing championship was held in Guwahati between 19 and 26 November. Neetu and Sakshi of Haryana's Bhiwani, Jyoti of Rohtak and Shashi of Hisar won gold medals each, while Anupama of Palwal and Neha of Kaithal won bronze medals in various categories. The Haryana minister said the BJP government was not leaving any stone unturned to promote sports culture in state. He said the government will soon organise a film festival in Haryana featuring all the movies made on sports so thath others could take inspiration from sports achievers of the state. The minister said the government was building a wall of honour in thousands of villages in Haryana, where the names of martyrs, freedom fighters, sports persons and other achievers belonging to that village will be highlighted.",http://www.hindustantimes.com/punjab/girl-boxers-in-haryana-to-get-desi-cows-in-award/story-zlaOh71Mqtr1jtbkr5lGGM.html?utm_campaign=awesummly&utm_source=awesummly
61,I should have retired after Phillip Hughes' death: Clarke,"Former Australian captain Michael Clarke has said that he should have retired after the death of his friend and teammate Phillip Hughes on November 27, 2014. ""My career should have stopped then. It was too hard for me,"" he added. Clarke revealed that he cried himself to sleep every night during Australia's tour of Windies in 2015. ","Former Australia captain Michael Clarke says he should have retired a year earlier than he did, admitting he struggled badly after the death of his friend and teammate Phillip Hughes. Clarke quit in 2015 after his 115th and final Test of the Ashes series against England and said he didn't allow himself to grieve at the time. Hughes, who played 26 Tests, died from bleeding on the brain in November 2014 after being hit on the neck by a rising ball while batting in a domestic match at the Sydney Cricket Ground. I shouldn't have played another game. My career should have stopped then. It was too hard for me, Clarke told The Weekly Review on Thursday. It took me a lot longer to grieve his loss than it should have, or that I would have liked. I didn't allow myself to grieve at the time because I had responsibility to his family, firstly, but then also as Australia's cricket captain to my teammates and getting us back out onto the field. Clarke, who was a pallbearer at Hughes' funeral and delivered an emotional eulogy to his little brother, said that after he died, he felt fear for the first time while playing cricket. Clarke toured the West Indies in June 2015, which he said was a mistake. Going to the West Indies was probably the worst tour of my life in regards to how emotional I was, he said. I was there on my own. Unfortunately Kyly couldn't come because she was pregnant and we weren't comfortable with her flying. I had six weeks in the West Indies. Whatever we had on as a team during the day I would go back to my room every night and just cry myself to sleep. He said there were days when the pain of missing Hughes was still raw. I still have days regularly where it's heart-breaking. The emotion and pain is still there. Since his retirement, Clarke has commentated on cricket for Australia's Nine Network. He also runs his own cricket academy among other business interests.",http://www.hindustantimes.com/cricket/michael-clarke-feels-he-should-have-retired-after-phil-hughes-died/story-rFCvkTxcolih7aRL85HLJN.html?utm_campaign=awesummly&utm_source=awesummly
62,Why politicise cricket by not playing Pakistan: Bishan Bedi,"Ex-India captain Bishan Singh Bedi has said one should not ""narrow down the meaning of patriotism"" by politicising bilateral cricketing relationship with Pakistan. ""Why politicise cricket? Have you been able to wipe off terrorism by not playing cricket? Cricket is a platform to come closer,"" Bedi added. He further said Indian team should wear national logo instead of BCCI logo.","Former India captain Bishan Singh Bedi feels that one should not narrow down the meaning of patriotism by politicising bilateral cricketing relationship with Pakistan. The Indian government has not given any go-ahead to Indo-Pak bilateral series since the last one was held in India in 2012. Since then, India have played against Pakistan only in ICC events. Cricket is a platform to come closer, Bedi, whose penchant for plain speaking is legendary, told PTI during an interaction on the sidelines of an annual DDCA Conclave. Asked if patriotism in the current social scenario is intrinsically linked to being anti-Pakistan, one of the finest left-arm spinners of all time, said: This is not right. I am not talking anti-India if I am asking for a cricket series with Pakistan. One of the staunchest critics of BCCI, Bedi wants the word 'control' to be removed from 'Board of Control for Cricket in India' as it stinks of autocratic, dictatorial mindset. The national logo has to be worn by the Indian team and not the BCCI logo. I am very clear in my mind. The players are not playing for BCCI but are playing for India. New Zealand and Australia have national emblems. Even Pakistan and Bangladesh wear national emblems. Indian Cricket Board (ICB) or Cricket India should be the name, said the 71-year-old. Bedi also questioned the context of a series like the one India is currently playing against Sri Lanka, which is turning out to be a virtual no contest. We are just playing them time and again. We thrashed them in their backyard and now we are thrashing them here also. At least let's have some contest. Had this Sri Lanka tour not happened, the boys would have played Ranji Trophy. May be had a camp also for preparation before going to South Africa. That's the camp Virat was referring to.",http://www.hindustantimes.com/cricket/why-politicise-cricket-by-not-playing-pakistan-asks-bishan-singh-bedi/story-5SF7s29AZwEfmQtNi79fUO.html?utm_campaign=awesummly&utm_source=awesummly
